country,alpha3,year,import,retail,consumption,population,gdp
Greece,GRC,2006,897.1270418,,856.5887765,11020362.0,273546728473.073
Greece,GRC,2007,1080.8867376,,1014.596889,11048473.0,318902829550.733
Greece,GRC,2008,1056.0362867,,978.0725388,11077841.0,355908689477.445
Greece,GRC,2009,1046.0177255,,973.8755111,11107017.0,331308500253.274
Greece,GRC,2010,1061.3275425,,993.6918558,11121341.0,297124961971.501
Greece,GRC,2011,1154.5258226,,1022.5487747,11104899.0,282995942006.557
Greece,GRC,2012,1243.663331,,1076.0986103,11045011.0,242029307133.408
Greece,GRC,2013,1269.0939563,,1100.5433247,10965211.0,238907690051.13
Greece,GRC,2014,1233.6054064,,1087.938479,10892413.0,235458133124.608
Greece,GRC,2015,1209.9645243,,1048.89193,10820883.0,195683527003.375
Greece,GRC,2016,1583.737836,,1386.3147208,10775971.0,193148146586.933
Greece,GRC,2017,867.1193788,,755.7684208,10754679.0,199844406013.531
Greece,GRC,2018,1160.0236583,,1059.2279143,10732882.0,212049447242.111
Greece,GRC,2019,1246.2741298,,1139.4699686,10721582.0,205257014892.502
Hungary,HUN,1990,573.974,,573.974,10373988.0,
Hungary,HUN,1991,640.9870026,,380.2279967,10373400.0,34753569692.915
Hungary,HUN,1992,522.2479992,,348.3589962,10369341.0,38730585922.2189
Hungary,HUN,1993,668.0559984,,556.7819959,10357523.0,40124916940.5945
Hungary,HUN,1994,771.2219983,3.88,723.9309965,10343355.0,43166678735.2183
Hungary,HUN,1995,519.5049966,5.04,447.4149978,10328965.0,46425677734.1435
Hungary,HUN,1996,602.9059997,4.62,570.9629993,10311238.0,46658755151.6017
Hungary,HUN,1997,674.9599991,3.89,601.6490023,10290486.0,47296952928.7561
Hungary,HUN,1998,715.5939943,3.75,652.3669903,10266570.0,48706787306.2574
Hungary,HUN,1999,762.0653045,3.44,656.9955022,10237530.0,49073380173.7159
Hungary,HUN,2000,790.2066673,2.72,632.9371721,10210971.0,47218405892.4258
Hungary,HUN,2001,833.2209675,2.59,646.9397739,10187576.0,53749989092.0197
Hungary,HUN,2002,827.5068668,2.81,637.4868752,10158608.0,67608919144.3684
Hungary,HUN,2003,863.7699913,3.15,646.0869215,10129552.0,85285062818.0077
Hungary,HUN,2004,977.4179388,3.47,707.8909991,10107146.0,104120820258.669
Hungary,HUN,2005,851.7228942,3.71,569.9021257,10087065.0,113211158292.936
Hungary,HUN,2006,900.5479963,3.66,598.0178103,10071370.0,115715618613.052
Hungary,HUN,2007,893.5887951,4.6,522.2031582,10055780.0,140186716681.425
Hungary,HUN,2008,810.7674443,5.47,493.9782409,10038188.0,158325614580.628
Hungary,HUN,2009,703.9380789,4.97,445.2858406,10022650.0,131069255620.567
Hungary,HUN,2010,726.8896947,5.02,375.7144707,10000023.0,132175349953.713
Hungary,HUN,2011,639.6242626,6.08,180.0658698,9971727.0,141942264554.475
Hungary,HUN,2012,747.9277087,6.07,252.2423751,9920362.0,128814279315.132
Hungary,HUN,2013,557.3970482,5.42,176.7431103,9893082.0,135684315697.713
Hungary,HUN,2014,833.4492506,4.86,399.6660661,9866468.0,141033843265.669
Hungary,HUN,2015,714.2093939,4.16,403.5441855,9843028.0,125174166987.372
Hungary,HUN,2016,725.4383182,4.31,370.6062847,9814023.0,128609822750.039
Hungary,HUN,2017,721.5608351,4.83,408.2471611,9787966.0,143112196040.326
Hungary,HUN,2018,779.2133677,4.83,447.5798099,9775564.0,160564628963.713
Hungary,HUN,2019,772.9696635,4.348879,417.72511,9771141.0,163988594921.902
Ireland,IRL,1990,129.4770008,,119.8850007,3513974.0,49305632408.4929
Ireland,IRL,1991,118.2670007,,112.9660009,3534235.0,49787501584.4847
Ireland,IRL,1992,94.5680001,,90.7289998,3558430.0,55918538121.3989
Ireland,IRL,1993,110.5420007,,107.3100011,3576261.0,52417477613.676
Ireland,IRL,1994,130.5400011,,127.1230007,3590386.0,57097656065.96
Ireland,IRL,1995,114.6070016,,106.530001,3608841.0,69139823232.3232
Ireland,IRL,1996,98.1580015,,86.7730015,3637510.0,75790786290.3226
Ireland,IRL,1997,106.2836012,,96.958601,3674171.0,82856648758.3572
Ireland,IRL,1998,101.9779012,,91.7359015,3712696.0,90199410115.5097
Ireland,IRL,1999,142.0334995,,134.5794992,3754786.0,98893958262.6438
Ireland,IRL,2000,154.6881905,,83.1581989,3805174.0,100207610429.909
Ireland,IRL,2001,180.1510872,,146.2403911,3866243.0,109346669229.695
Ireland,IRL,2002,176.6015888,,136.1156909,3931947.0,128596035288.401
Ireland,IRL,2003,226.7229865,,150.9261903,3996521.0,164670771259.602
Ireland,IRL,2004,263.6446817,,224.7427843,4070262.0,194372115041.065
Ireland,IRL,2005,251.2797772,,222.8917936,4159914.0,211876989655.907
Ireland,IRL,2006,252.243941,,202.6602633,4273591.0,232180617162.279
Ireland,IRL,2007,266.460501,,244.3458079,4398942.0,270079279419.5
Ireland,IRL,2008,127.4225179,,115.1070827,4489544.0,275447471451.063
Ireland,IRL,2009,142.0139971,,134.4962547,4535375.0,236443115853.695
Ireland,IRL,2010,164.7366941,,159.9820946,4560155.0,221913560882.367
Ireland,IRL,2011,210.4429221,,178.633597,4580084.0,239003132208.133
Ireland,IRL,2012,252.0045146,,214.0962424,4599533.0,225628699652.993
Ireland,IRL,2013,232.744596,,195.9287098,4623816.0,238340859896.937
Ireland,IRL,2014,291.8597102,,256.7339747,4657740.0,259170903647.536
Ireland,IRL,2015,356.5710867,,293.0603419,4701957.0,291775166506.891
Ireland,IRL,2016,402.6304702,,318.1957177,4755335.0,299091127524.505
Ireland,IRL,2017,426.9155363,,291.485318,4807388.0,336377500160.546
Ireland,IRL,2018,439.6141118,,369.6122205,4867316.0,385736680797.118
Ireland,IRL,2019,438.2803679,,369.5385384,4934340.0,399321701632.431
Italy,ITA,1990,5241.8309999,5.31,4832.2939865,56719240.0,1181222653522.95
Italy,ITA,1991,4630.0230003,5.62,4254.0399839,56758521.0,1246220156079.29
Italy,ITA,1992,4594.7269999,5.86,4132.135981,56797087.0,1320161644933.23
Italy,ITA,1993,5593.7050012,4.59,4888.2629783,56831821.0,1064958075550.63
Italy,ITA,1994,5553.7660032,4.68,4773.6299741,56843400.0,1099216688280.5
Italy,ITA,1995,5387.8610048,5.7,4644.3589748,56844303.0,1174662070605.02
Italy,ITA,1996,5607.9872065,5.92,4775.9144728,56860281.0,1312426527795.21
Italy,ITA,1997,5742.6319091,5.45,4912.9190786,56890372.0,1241879604365.62
Italy,ITA,1998,5889.3935096,5.53,4935.9363713,56906744.0,1270052525928.4
Italy,ITA,1999,5943.0875112,5.16,4918.6894699,56916317.0,1252446659833.79
Italy,ITA,2000,6314.874691,4.44,5149.2363464,56942108.0,1146676894209.73
Italy,ITA,2001,6541.7312914,4.33,5243.2770429,56974100.0,1168023426056.38
Italy,ITA,2002,6523.4145888,4.57,5182.2302365,57059007.0,1276769338449.3
Italy,ITA,2003,6929.1902911,5.47,5507.114437,57313203.0,1577621707050.51
Italy,ITA,2004,7031.9309882,6.01,5468.9091357,57685327.0,1806542968545.56
Italy,ITA,2005,7268.6127576,6.13,5551.8268151,57969484.0,1858217147203.73
Italy,ITA,2006,7547.5259722,6.29,5593.0606133,58143979.0,1949551719389.64
Italy,ITA,2007,8028.4634618,7.02,5820.9490542,58438310.0,2213102482751.46
Italy,ITA,2008,8172.1041052,7.87,5892.1521765,58826731.0,2408655348718.59
Italy,ITA,2009,8078.1685675,7.68,5806.0245941,59095365.0,2199928804118.63
Italy,ITA,2010,8235.9621708,7.34,5781.3189611,59277417.0,2136099955236.67
Italy,ITA,2011,8355.3425742,8.52,5689.331772,59379449.0,2294994296589.5
Italy,ITA,2012,8690.8697162,8.49,5709.7631664,59539717.0,2086957656821.6
Italy,ITA,2013,8822.5448997,8.99,5633.8866997,60233948.0,2141924094298.56
Italy,ITA,2014,9349.8224226,8.85,5861.3708184,60789140.0,2162009615996.54
Italy,ITA,2015,9328.1932718,7.48,5660.1933812,60730582.0,1836637711060.55
Italy,ITA,2016,10224.1888254,7.45,5998.1464674,60627498.0,1877071687633.78
Italy,ITA,2017,10020.2733155,7.67,5610.3275485,60536709.0,1961796197354.36
Italy,ITA,2018,10639.3546185,8.12,5954.763251,60421760.0,2091932426266.98
Italy,ITA,2019,10913.7572243,7.313801999999999,5469.0784435,59729081.0,2011302198827.45
Latvia,LVA,1990,,,,2663151.0,
Latvia,LVA,1991,,,,2650581.0,
Latvia,LVA,1992,20.2589989,,19.2589989,2614338.0,
Latvia,LVA,1993,59.7739984,1.84,41.4479967,2563290.0,
Latvia,LVA,1994,22.5559992,2.21,5.646998,2520742.0,
Latvia,LVA,1995,29.5221127,3.88,14.1916251,2485056.0,5789128636.62293
Latvia,LVA,1996,65.7523067,4.18,49.7671656,2457222.0,5975248851.45482
Latvia,LVA,1997,143.6437529,4.58,119.9674408,2432851.0,6527926445.6811
Latvia,LVA,1998,158.9554603,4.91,134.1132421,2410019.0,7166275467.65161
Latvia,LVA,1999,183.1094766,4.2,165.9436967,2390482.0,7533788133.55753
Latvia,LVA,2000,181.0516991,3.97,161.7948373,2367550.0,7958852838.93395
Latvia,LVA,2001,156.2200386,3.28,149.7699398,2337170.0,8362398701.58943
Latvia,LVA,2002,163.8818153,3.22,144.9972689,2310173.0,9557031605.27512
Latvia,LVA,2003,185.9201579,3.35,158.5701566,2287955.0,11771975156.8073
Latvia,LVA,2004,187.7697103,3.72,154.9939176,2263122.0,14435700533.368
Latvia,LVA,2005,191.0852159,3.93,144.2222839,2238799.0,17003459863.0989
Latvia,LVA,2006,220.5149361,4.29,180.787614,2218357.0,21570076498.6205
Latvia,LVA,2007,150.6349888,4.83,130.8501559,2200325.0,31054350977.9784
Latvia,LVA,2008,154.2490378,5.89,115.1388518,2177322.0,35854274228.9139
Latvia,LVA,2009,131.9782402,6.1,88.1131531,2141669.0,26410909090.9091
Latvia,LVA,2010,137.6645663,6.1,98.5950593,2097555.0,23956163076.5575
Latvia,LVA,2011,141.2808683,8.67,101.030448,2059709.0,27474380566.265
Latvia,LVA,2012,156.9856449,8.08,101.1865965,2034319.0,28169902669.3784
Latvia,LVA,2013,161.2889113,7.52,94.9729221,2012647.0,30204783461.8488
Latvia,LVA,2014,213.3881125,6.89,110.1746839,1993782.0,31386896487.0407
Latvia,LVA,2015,201.5931207,6.57,106.217864,1977527.0,27263090547.0617
Latvia,LVA,2016,231.2908269,6.46,111.0115727,1959537.0,28083597512.4841
Latvia,LVA,2017,228.9203402,6.69,117.5179724,1942248.0,30483806017.8318
Latvia,LVA,2018,242.7429785,6.6,97.9691861,1927174.0,34429023435.0211
Latvia,LVA,2019,234.9406901,5.895347,113.6931943,1913822.0,34343961072.8235
Lithuania,LTU,1990,,,,3697838.0,
Lithuania,LTU,1991,,,,3704134.0,
Lithuania,LTU,1992,1.8630004,,1.5540002,3700114.0,
Lithuania,LTU,1993,9.100001,,8.800001,3682613.0,
Lithuania,LTU,1994,46.726994,,37.1499909,3657144.0,
Lithuania,LTU,1995,112.9476799,,67.6134552,3629102.0,7867140395.33705
Lithuania,LTU,1996,149.5614977,,66.1813249,3601613.0,8382519637.46224
Lithuania,LTU,1997,187.1143479,4.74,108.3371917,3575137.0,10118631851.5322
Lithuania,LTU,1998,185.1496673,4.75,135.0571186,3549331.0,11239547690.9797
Lithuania,LTU,1999,206.2732062,4.34,158.4275411,3524238.0,10971583944.7561
Lithuania,LTU,2000,212.6624974,3.62,173.2436753,3499536.0,11524776866.6379
Lithuania,LTU,2001,267.0888845,3.25,204.3201294,3470818.0,12237388001.7264
Lithuania,LTU,2002,262.8815834,3.39,208.3131568,3443067.0,14259781159.0119
Lithuania,LTU,2003,220.6585037,3.79,173.0690057,3415213.0,18781721376.1985
Lithuania,LTU,2004,256.3850971,3.71,197.2883019,3377075.0,22627507451.5648
Lithuania,LTU,2005,283.766579,3.78,193.4212782,3322528.0,26097677571.8373
Lithuania,LTU,2006,316.6480403,4.02,213.4232022,3269909.0,30183575103.5262
Lithuania,LTU,2007,335.5472118,4.59,230.0800162,3231294.0,39697891351.9431
Lithuania,LTU,2008,390.4983777,5.44,203.7830587,3198231.0,47797551587.8823
Lithuania,LTU,2009,410.9345791,5.16,209.7771589,3162916.0,37388122046.1496
Lithuania,LTU,2010,376.0536971,5.37,222.6261261,3097282.0,37128694028.243
Lithuania,LTU,2011,288.8753765,7.81,179.7829024,3028115.0,43535051482.3869
Lithuania,LTU,2012,336.6761214,7.09,193.2187238,2987773.0,42927454291.478
Lithuania,LTU,2013,362.1864369,6.6,196.958595,2957689.0,46523420074.4372
Lithuania,LTU,2014,396.4783766,6.55,223.0606319,2932367.0,48533659592.1728
Lithuania,LTU,2015,427.7571993,6.06,212.116883,2904910.0,41435533340.3883
Lithuania,LTU,2016,499.2703906,6.08,241.8787768,2868231.0,43047309305.7363
Lithuania,LTU,2017,432.4523425,6.29,240.3482076,2828403.0,47758736931.7801
Lithuania,LTU,2018,441.4662257,6.4,261.7505379,2801543.0,53751411409.4447
Lithuania,LTU,2019,473.6308935,5.863621,251.4468992,2794137.0,54751510087.7803
Luxembourg,LUX,1990,,,,381850.0,12778792853.6939
Luxembourg,LUX,1991,,,,387000.0,13834219728.293
Luxembourg,LUX,1992,,,,392175.0,15518702634.8808
Luxembourg,LUX,1993,,,,397475.0,15925521222.0149
Luxembourg,LUX,1994,,,,402925.0,17701798890.7644
Luxembourg,LUX,1995,,,,408625.0,20853093869.7318
Luxembourg,LUX,1996,,,,414225.0,20895314657.9805
Luxembourg,LUX,1997,,,,419450.0,19563836265.2233
Luxembourg,LUX,1998,,,,424700.0,20150053345.1878
Luxembourg,LUX,1999,145.0452036,4.95,61.1944003,430475.0,21899317598.8414
Luxembourg,LUX,2000,231.7700387,4.23,144.1599958,436300.0,21230182989.3036
Luxembourg,LUX,2001,209.7060786,4.07,133.2743666,441525.0,21387533703.2327
